time_internal,E_eV,x1,y1,z1,x2,y2,z2
3.504,-0.890063039013381,0.07332109382356658,0.10385882693804427,0.0,1.1266789061764315,-0.10385882693804427,0.0
3.5060000000000002,-0.8900636267132795,0.07308251841737111,0.10397422582930606,0.0,1.126917481582627,-0.10397422582930606,0.0
3.508,-0.8900642347472547,0.07282670136721547,0.10409302693561183,0.0,1.1271732986327827,-0.10409302693561183,0.0
3.5100000000000002,-0.8900648590574457,0.07255393081068977,0.10421517559726574,0.0,1.1274460691893085,-0.10421517559726574,0.0
3.512,-0.8900654955844155,0.07226451010409715,0.10434061407073987,0.0,1.127735489895901,-0.10434061407073987,0.0
3.5140000000000002,-0.8900661403052142,0.07195875699866765,0.10446928168562387,0.0,1.1280412430013307,-0.10446928168562387,0.0
3.516,-0.890066789269396,0.07163700279438953,0.10460111500645425,0.0,1.1283629972056088,-0.10460111500645425,0.0
3.5180000000000002,-0.8900674386325563,0.07129959147594883,0.10473604799854823,0.0,1.1287004085240495,-0.10473604799854823,0.0
3.52,-0.890068084687065,0.07094687883521576,0.10487401219697422,0.0,1.1290531211647825,-0.10487401219697422,0.0
3.5220000000000002,-0.8900687238896966,0.07057923158463086,0.10501493687780376,0.0,1.1294207684153674,-0.10501493687780376,0.0
3.524,-0.8900693528859721,0.07019702646572447,0.10515874923081027,0.0,1.1298029735342738,-0.10515874923081027,0.0
